"";"Municipios";"total";"65_mas";"porc_envejecido"
"3461";"10102 Ibahernando";538;195;36,2453531598513
"3462";"31124 Ibargoiti";248;73;29,4354838709677
"3463";"20042 Ibarra";4248;1027;24,1760828625235
"3464";"48048 Ibarrangelu";629;142;22,5755166931638
"3465";"50125 Ibdes";395;143;36,2025316455696
"3466";"09177 Ibeas de Juarros";1405;303;21,5658362989324
"3467";"03079 Ibi";23564;4528;19,2157528433203
"3468";"33028 Ibias";1207;467;38,6909693454847
"3469";"22126 Ibieca";100;40;40
"3470";"09178 Ibrillos";39;18;46,1538461538462
"3471";"23046 Ibros";2827;578;20,4457021577644
"3472";"38022 Icod de los Vinos";23316;4799;20,5824326642649
"3473";"20043 Idiazabal";2293;530;23,1138246838203
"3474";"31259 Igantzi";631;144;22,8209191759113
"3475";"26080 Igea";603;196;32,5041459369818
"3476";"09179 Iglesiarrubia";39;10;25,6410256410256
"3477";"09180 Iglesias";143;53;37,0629370629371
"3478";"44126 Iglesuela del Cid, La";402;99;24,6268656716418
"3479";"45079 Iglesuela del Tiétar, La	";424;156;36,7924528301887
"3480";"48094 Igorre";4337;878;20,2444085773576
"3481";"22127 Igriés";695;75;10,7913669064748
"3482";"08102 Igualada";40742;8116;19,9204751853125
"3483";"29060 Igualeja";752;231;30,718085106383
"3484";"24083 Igüeña";1123;364;32,413178984862
"3485";"31125 Igúzquiza";318;80;25,1572327044025
"3486";"20044 Ikaztegieta";479;95;19,8329853862213
"3487";"22128 Ilche";197;77;39,0862944162437
"3488";"36901 Illa de Arousa, A";4932;1029;20,8637469586375
"3489";"45080 Illán de Vacas";3;1;33,3333333333333
"3490";"19152 Illana";664;183;27,5602409638554
"3491";"33029 Illano";333;148;44,4444444444444
"3492";"04054 Íllar";405;104;25,679012345679
"3493";"33030 Illas";1023;295;28,8367546432063
"3494";"45081 Illescas";29558;2888;9,77062047499831
"3495";"18102 Íllora";10065;2049;20,3576751117735
"3496";"50126 Illueca";2809;634;22,5703097187611
"3497";"31126 Imotz";430;120;27,906976744186
"3498";"07027 Inca";33679;4880;14,48974138187
"3499";"27024 Incio, O";1533;695;45,3359425962166
"3500";"35011 Ingenio";31694;4166;13,1444437432953
"3501";"16113 Iniesta";4320;791;18,3101851851852
"3502";"19153 Iniéstola";23;3;13,0434782608696
"3503";"04055 Instinción";448;129;28,7946428571429
"3504";"19154 Inviernas, Las";58;33;56,8965517241379
"3505";"31127 Irañeta";169;35;20,7100591715976
"3506";"32035 Irixo, O";1420;722;50,8450704225352
"3507";"15039 Irixoa";1340;494;36,865671641791
"3508";"23047 Iruela, La";1879;367;19,53166577967
"3509";"37165 Iruelos";33;15;45,4545454545455
"3510";"19155 Irueste";72;23;31,9444444444444
"3511";"20045 Irun";62910;13806;21,9456366237482
"3512";"01901 Iruña Oka/Iruña de Oca";3488;424;12,1559633027523
"3513";"20046 Irura";1852;190;10,2591792656587
"3514";"01027 Iruraiz-Gauna";532;96;18,0451127819549
"3515";"31904 Irurtzun";2247;395;17,5789942145082
"3516";"31128 Isaba/Izaba";403;125;31,0173697270471
"3517";"22129 Isábena";231;70;30,3030303030303
"3518";"09181 Isar";287;104;36,2369337979094
"3519";"47075 Íscar";6341;1236;19,4921936603059
"3520";"21042 Isla Cristina";21393;3033;14,1775347076146
"3521";"41902 Isla Mayor";5825;928;15,931330472103
"3522";"25115 Isona i Conca Dellà";1042;327;31,3819577735125
"3523";"17084 Isòvol";281;62;22,0640569395018
"3524";"48049 Ispaster";729;162;22,2222222222222
"3525";"29061 Istán";1494;283;18,9424364123159
"3526";"50128 Isuerre";31;14;45,1612903225806
"3527";"34089 Itero de la Vega";154;51;33,1168831168831
"3528";"09182 Itero del Castillo";80;37;46,25
"3529";"18103 Ítrabo";991;219;22,0988900100908
"3530";"20047 Itsasondo";668;115;17,2155688622755
"3531";"37166 Ituero de Azaba";210;109;51,9047619047619
"3532";"40104 Ituero y Lama";379;77;20,3166226912929
"3533";"31129 Ituren";507;90;17,7514792899408
"3534";"31130 Iturmendi";411;91;22,1411192214112
"3535";"48910 Iurreta";3665;886;24,1746248294679
"3536";"25112 Ivars de Noguera";332;89;26,8072289156627
"3537";"25113 Ivars d'Urgell";1537;448;29,1476903057905
"3538";"25114 Ivorra";108;36;33,3333333333333
"3539";"31131 Iza/Itza";1262;202;16,0063391442155
"3540";"31132 Izagaondoa";172;51;29,6511627906977
"3541";"24084 Izagre";161;89;55,2795031055901
"3542";"31133 Izalzu/Itzaltzu";37;12;32,4324324324324
"3543";"14037 Iznájar";4134;1165;28,180938558297
"3544";"18105 Iznalloz";5120;773;15,09765625
"3545";"29062 Iznate";907;168;18,5226019845645
"3546";"23048 Iznatoraf";942;223;23,6730360934183
"3547";"48050 Izurtza";252;51;20,2380952380952
"3548";"44127 Jabaloyas";59;19;32,2033898305085
"3549";"23049 Jabalquinto";2017;443;21,9633118492811
"3550";"21043 Jabugo";2260;410;18,141592920354
"3551";"22130 Jaca";13129;2523;19,2170005331708
"3552";"03080 Jacarilla";1998;440;22,022022022022
"3553";"19156 Jadraque";1370;327;23,8686131386861
"3554";"23050 Jaén";112757;20898;18,5336608813644
"3555";"17085 Jafre";387;105;27,1317829457364
"3556";"46142 Jalance";834;320;38,3693045563549
"3557";"26081 Jalón de Cameros";21;10;47,6190476190476
"3558";"49096 Jambrina";150;75;50
"3559";"23051 Jamilena";3271;587;17,9455823907062
"3560";"12070 Jana, la";676;199;29,4378698224852
"3561";"50129 Jaraba";282;70;24,822695035461
"3562";"46144 Jarafuel";769;241;31,3394018205462
"3563";"10103 Jaraicejo";456;155;33,9912280701754
"3564";"10104 Jaraíz de la Vera";6503;1383;21,2671074888513
"3565";"09183 Jaramillo de la Fuente";42;27;64,2857142857143
"3566";"09184 Jaramillo Quemado";10;2;20
"3567";"10105 Jarandilla de la Vera";2805;686;24,4563279857398
"3568";"10106 Jarilla";138;59;42,7536231884058
"3569";"44128 Jarque de la Val";62;26;41,9354838709677
"3570";"50130 Jarque de Moncayo	";417;121;29,0167865707434
"3571";"22131 Jasa";96;28;29,1666666666667
"3572";"18106 Játar";623;108;17,3354735152488
"3573";"44129 Jatiel";39;8;20,5128205128205
"3574";"50131 Jaulín";251;97;38,6454183266932
"3575";"31134 Jaurrieta";186;75;40,3225806451613
"3576";"03082 Jávea/Xàbia";28016;6354;22,6798972015991
"3577";"31135 Javier";128;73;57,03125
"3578";"18107 Jayena";1052;231;21,958174904943
"3579";"11020 Jerez de la Frontera";213105;35256;16,5439572041951
"3580";"06070 Jerez de los Caballeros";9196;1766;19,2040017398869
"3581";"18108 Jérez del Marquesado";955;243;25,4450261780105
"3582";"12071 Jérica";1559;414;26,5554842847979
"3583";"10107 Jerte";1260;314;24,9206349206349
"3584";"18109 Jete";927;168;18,1229773462783
"3585";"03083 Jijona/Xixona";6879;1529;22,2270678877744
"3586";"23052 Jimena";1269;316;24,9014972419228
"3587";"11021 Jimena de la Frontera";6707;1227;18,2943193678247
"3588";"29063 Jimera de Líbar";379;110;29,023746701847
"3589";"19157 Jirueque";55;25;45,4545454545455
"3590";"24086 Joarilla de las Matas";279;138;49,4623655913978
"3591";"23053 Jódar";11634;1821;15,6523981433729
"3592";"17086 Jonquera, La";3320;492;14,8192771084337
"3593";"08103 Jorba";833;112;13,4453781512605
"3594";"44130 Jorcas";29;13;44,8275862068966
"3595";"02041 Jorquera";342;132;38,5964912280702
"3596";"44131 Josa";34;13;38,2352941176471
"3597";"25910 Josa i Tuixén";103;31;30,0970873786408
"3598";"50132 Joyosa, La";1101;149;13,5331516802906
"3599";"40105 Juarros de Riomoros";42;15;35,7142857142857
"3600";"40106 Juarros de Voltoya";197;79;40,1015228426396
"3601";"29064 Jubrique";523;130;24,8565965583174
"3602";"17087 Juià";319;58;18,1818181818182
"3603";"30022 Jumilla";25994;3718;14,3033007617142
"3604";"18111 Jun";3853;369;9,57695302361796
"3605";"05108 Junciana";35;17;48,5714285714286
"3606";"25118 Juncosa";395;114;28,8607594936709
"3607";"25119 Juneda";3501;765;21,8508997429306
"3608";"09189 Junta de Traslaloma";128;51;39,84375
"3609";"09190 Junta de Villalba de Losa";87;21;24,1379310344828
"3610";"09191 Jurisdicción de Lara";31;17;54,8387096774194
"3611";"09192 Jurisdicción de San Zadornil";57;26;45,6140350877193
"3612";"31136 Juslapeña";568;87;15,3169014084507
"3613";"49097 Justel";64;41;64,0625
"3614";"18112 Juviles";135;34;25,1851851851852
"3615";"37167 Juzbado";198;48;24,2424242424242
"3616";"29065 Júzcar";214;45;21,0280373831776
"3617";"48022 Karrantza Harana/Valle de Carranza";2803;756;26,9711023902961
"3618";"48907 Kortezubi";442;99;22,3981900452489
"3619";"01019 Kripan";178;47;26,4044943820225
"3620";"01020 Kuartango";385;97;25,1948051948052
"3621";"40107 Labajos";101;43;42,5742574257426
"3622";"01028 Labastida/Bastida";1517;304;20,0395517468688
"3623";"13050 Labores, Las";558;171;30,6451612903226
"3624";"22133 Labuerda";155;30;19,3548387096774
"3625";"18115 Láchar";3513;483;13,7489325362938
"3626";"10108 Ladrillar";192;87;45,3125
"3627";"45082 Lagartera";1354;482;35,5982274741507
"3628";"34091 Lagartos";124;54;43,5483870967742
"3629";"50133 Lagata";109;45;41,2844036697248
"3630";"01030 Lagrán";162;64;39,5061728395062
"3631";"01031 Laguardia";1454;315;21,6643741403026
"3632";"44132 Lagueruela";69;32;46,3768115942029
"3633";"24087 Laguna Dalga";640;243;37,96875
"3634";"26082 Laguna de Cameros";106;46;43,3962264150943
"3635";"40108 Laguna de Contreras";110;54;49,0909090909091
"3636";"47076 Laguna de Duero";22765;3591;15,7742148034263
"3637";"24088 Laguna de Negrillos";1061;418;39,3967954759661
"3638";"16115 Laguna del Marquesado";51;16;31,3725490196078
"3639";"16116 Lagunaseca";66;35;53,030303030303
"3640";"37168 Lagunilla";441;175;39,6825396825397
"3641";"26083 Lagunilla del Jubera";343;130;37,9008746355685
"3642";"23040 Lahiguera";1686;428;25,3855278766311
"3643";"31138 Lakuntza";1275;230;18,0392156862745
"3644";"36024 Lalín";20207;5173;25,600039590241
"3645";"22135 Laluenga";191;66;34,5549738219895
"3646";"22136 Lalueza";892;300;33,6322869955157
"3647";"36025 Lama, A";2397;859;35,8364622444723
"3648";"39034 Lamasón";269;113;42,0074349442379
"3649";"31139 Lana";163;50;30,6748466257669
"3650";"22137 Lanaja";1163;371;31,9002579535684
"3651";"27026 Láncara";2584;940;36,3777089783282
"3652";"01032 Lanciego/Lantziego";709;168;23,6953455571227
"3653";"16117 Landete";1249;340;27,2217774219375
"3654";"48051 Lanestosa";253;60;23,7154150197628
"3655";"05109 Langa";480;123;25,625
"3656";"42103 Langa de Duero";683;225;32,9428989751098
"3657";"50134 Langa del Castillo";122;58;47,5409836065574
"3658";"47077 Langayo";250;109;43,6
"3659";"33031 Langreo";39183;10215;26,0699793277697
"3660";"40109 Languilla";73;30;41,0958904109589
"3661";"18116 Lanjarón";3530;800;22,6628895184136
"3662";"34092 Lantadilla";280;117;41,7857142857143
"3663";"01902 Lantarón";877;217;24,7434435575827
"3664";"18117 Lanteira";564;141;25
"3665";"41052 Lantejuela";3846;615;15,990639625585
"3666";"31140 Lantz";152;42;27,6315789473684
"3667";"05110 Lanzahíta";811;255;31,442663378545
"3668";"44133 Lanzuela";22;6;27,2727272727273
"3669";"06071 Lapa, La";279;83;29,7491039426523
"3670";"22139 Laperdiguera";92;33;35,8695652173913
"3671";"31141 Lapoblación";122;36;29,5081967213115
"3672";"01033 Lapuebla de Labarca";865;177;20,4624277456647
"3673";"15041 Laracha, A";11406;2989;26,2055058741013
"3674";"26084 Lardero";10813;1354;12,5219643022288
"3675";"39035 Laredo";11023;2991;27,1341739998186
"3676";"32038 Larouco";417;197;47,242206235012
"3677";"04056 Laroya";198;38;19,1919191919192
"3678";"48052 Larrabetzu";2037;368;18,0657830142366
"3679";"31142 Larraga";2123;404;19,0296749882242
"3680";"31143 Larraona";96;33;34,375
"3681";"20048 Larraul";256;31;12,109375
"3682";"31144 Larraun";928;254;27,3706896551724
"3683";"37169 Larrodrigo";182;70;38,4615384615385
"3684";"23054 Larva";474;98;20,6751054852321
"3685";"20902 Lasarte-Oria";18594;4552;24,4810153813058
"3686";"22141 Lascellas-Ponzano";130;35;26,9230769230769
"3687";"22142 Lascuarre";139;35;25,1798561151079
"3688";"22143 Laspaúles";205;66;32,1951219512195
"3689";"22144 Laspuña";297;100;33,6700336700337
"3690";"40110 Lastras de Cuéllar";344;145;42,1511627906977
"3691";"40111 Lastras del Pozo";62;22;35,4838709677419
"3692";"40112 Lastrilla, La";4020;425;10,5721393034826
"3693";"01036 Laudio/Llodio";18118;4656;25,6982006844023
"3694";"04057 Láujar de Andarax";1527;364;23,8375900458415
"3695";"48053 Laukiz";1227;243;19,8044009779951
"3696";"33032 Laviana";12882;3380;26,2381617761217
"3697";"15040 Laxe";2990;934;31,2374581939799
"3698";"50135 Layana";94;33;35,1063829787234
"3699";"45083 Layos";777;128;16,4736164736165
"3700";"32039 Laza";1223;579;47,3426001635323
"3701";"31145 Lazagurría";185;53;28,6486486486486
"3702";"20049 Lazkao";5830;1081;18,5420240137221
"3703";"20050 Leaburu";386;84;21,7616580310881
"3704";"31146 Leache/Leatxe";33;15;45,4545454545455
"3705";"41053 Lebrija";27578;4143;15,0228442961781
"3706";"50136 Lécera";631;217;34,3898573692552
"3707";"50138 Lechón";46;16;34,7826086956522
"3708";"50137 Leciñena";1146;374;32,6352530541012
"3709";"18119 Lecrín";2156;552;25,6029684601113
"3710";"19159 Ledanca";104;40;38,4615384615385
"3711";"16118 Ledaña";1561;479;30,6854580397181
"3712";"37170 Ledesma";1547;433;27,9896574014221
"3713";"26086 Ledesma de la Cogolla";16;8;50
"3714";"34094 Ledigos";66;33;50
"3715";"37171 Ledrada";477;138;28,9308176100629
"3716";"28074 Leganés";191114;42450;22,2118735414465
"3717";"16119 Leganiel";186;59;31,7204301075269
"3718";"31147 Legarda";125;35;28
"3719";"31148 Legaria";115;29;25,2173913043478
"3720";"20051 Legazpi";8321;2157;25,9223651003485
"3721";"20052 Legorreta";1421;327;23,0119634060521
"3722";"01058 Legutio";1921;346;18,011452368558
"3723";"20068 Leintz-Gatzaga";217;48;22,1198156682028
"3724";"48054 Leioa";32013;6363;19,8763002530222
"3725";"32040 Leiro";1525;675;44,2622950819672
"3726";"31149 Leitza";2965;685;23,1028667790894
"3727";"26087 Leiva";236;94;39,8305084745763
"3728";"48057 Lekeitio";7317;1831;25,0239169058357
"3729";"31908 Lekunberri";1574;223;14,1677255400254
"3730";"48055 Lemoa";3504;592;16,8949771689498
"3731";"48056 Lemoiz";1258;186;14,785373608903
"3732";"33033 Lena";10701;2981;27,8572096065788
"3733";"18120 Lentegí";333;88;26,4264264264264
"3734";"24089 León";124028;33763;27,222078885413
"3735";"31150 Leoz/Leotz";224;81;36,1607142857143
"3736";"21044 Lepe";27880;3195;11,4598278335725
"3737";"31151 Lerga";46;20;43,4782608695652
"3738";"31152 Lerín";1746;502;28,7514318442153
"3739";"09194 Lerma";2537;587;23,13756405203
"3740";"25121 Les";971;133;13,697219361483
"3741";"31153 Lesaka";2744;634;23,1049562682216
"3742";"02042 Letur";892;266;29,8206278026906
"3743";"50139 Letux";342;134;39,1812865497076
"3744";"01034 Leza";211;55;26,0663507109005
"3745";"26088 Leza de Río Leza";41;19;46,3414634146341
"3746";"48081 Lezama";2445;487;19,918200408998
"3747";"31154 Lezaun";238;58;24,3697478991597
"3748";"20053 Lezo";6103;1119;18,3352449614943
"3749";"02043 Lezuza";1332;385;28,9039039039039
"3750";"30023 Librilla";5325;905;16,9953051643192
"3751";"44135 Libros";100;42;42
"3752";"42105 Liceras";47;24;51,063829787234
"3753";"44136 Lidón";54;27;50
"3754";"31155 Liédena";295;90;30,5084745762712
"3755";"39036 Liendo";1196;295;24,6655518394649
"3756";"39037 Liérganes";2407;581;24,1379310344828
"3757";"02044 Liétor";1150;367;31,9130434782609
"3758";"04058 Líjar";394;131;33,248730964467
"3759";"45084 Lillo";2561;607;23,7016790316283
"3760";"39038 Limpias";1928;367;19,0352697095436
"3761";"23055 Linares";57353;11229;19,5787491500009
"3762";"21045 Linares de la Sierra";262;52;19,8473282442748
"3763";"44137 Linares de Mora";225;69;30,6666666666667
"3764";"37172 Linares de Riofrío";944;326;34,5338983050847
"3765";"11022 Línea de la Concepción, La";63630;10798;16,969982712557
"3766";"25122 Linyola";2717;576;21,1998527788001
"3767";"50140 Litago";164;68;41,4634146341463
"3768";"50141 Lituénigo";123;36;29,2682926829268
"3769";"20054 Lizartza";617;137;22,2042139384117
"3770";"31156 Lizoáin-Arriasgoiti";294;65;22,108843537415
"3771";"08104 Llacuna, La";903;226;25,0276854928018
"3772";"17088 Lladó";844;133;15,7582938388626
"3773";"25123 Lladorre";237;62;26,1603375527426
"3774";"25124 Lladurs";180;52;28,8888888888889
"3775";"08105 Llagosta, La";13587;2596;19,1064988592037
"3776";"17089 Llagostera";8647;1470;17,0001156470452
"3777";"24092 Llamas de la Ribera";800;332;41,5
"3778";"17090 Llambilles";713;129;18,0925666199158
"3779";"17091 Llanars";535;141;26,3551401869159
"3780";"17092 Llançà";4775;1073;22,4712041884817
"3781";"33035 Llanera";13695;2788;20,3577948156261
"3782";"46154 Llanera de Ranes";1047;211;20,152817574021
"3783";"33036 Llanes";13473;3525;26,1634379870853
"3784";"09195 Llano de Bureba";57;18;31,5789473684211
"3785";"47079 Llano de Olmedo";60;17;28,3333333333333
"3786";"38024 Llanos de Aridane, Los";20760;3749;18,0587668593449
"3787";"05113 Llanos de Tormes, Los";60;33;55
"3788";"13904 Llanos del Caudillo";683;151;22,108345534407
"3789";"25125 Llardecans";444;152;34,2342342342342
"3790";"46155 Llaurí";1130;345;30,5309734513274
"3791";"25126 Llavorsí";346;75;21,6763005780347
"3792";"44141 Lledó";155;51;32,9032258064516
"3793";"25120 Lleida";140403;25254;17,9867951539497
"3794";"06073 Llera";829;186;22,4366706875754
"3795";"06074 Llerena";5743;1097;19,1015148876894
"3796";"17093 Llers";1237;263;21,2611156022635
"3797";"25127 Lles de Cerdanya";270;70;25,9259259259259
"3798";"03085 Llíber";830;289;34,8192771084337
"3799";"08107 Lliçà d'Amunt";15469;2565;16,5815501971685
"3800";"08108 Lliçà de Vall";6497;1229;18,9164229644451
"3801";"25128 Llimiana";146;47;32,1917808219178
"3802";"08106 Llinars del Vallès";10018;1812;18,087442603314
"3803";"46147 Llíria";23482;4267;18,1713653010817
"3804";"17094 Llívia";1431;260;18,1691125087352
"3805";"43072 Lloar, El";105;28;26,6666666666667
"3806";"25129 Llobera";188;56;29,7872340425532
"3807";"46152 Llocnou de la Corona";124;25;20,1612903225806
"3808";"46153 Llocnou de Sant Jeroni";554;132;23,826714801444
"3809";"46151 Llocnou d'En Fenollet";916;173;18,8864628820961
"3810";"46156 Llombai";2653;509;19,1858273652469
"3811";"43073 Llorac";91;24;26,3736263736264
"3812";"43074 Llorenç del Penedès";2395;493;20,5845511482255
"3813";"17095 Lloret de Mar";39089;5746;14,6997876640487
"3814";"07028 Lloret de Vistalegre";1437;251;17,4669450243563
"3815";"46157 Llosa de Ranes, la";3642;737;20,2361339923119
"3816";"12074 Llosa, la";982;222;22,6069246435845
"3817";"07029 Lloseta";6122;997;16,2855276053577
"3818";"17096 Llosses, Les";212;33;15,5660377358491
"3819";"07030 Llubí";2298;449;19,538729329852
"3820";"08109 Lluçà";276;43;15,5797101449275
"3821";"12072 Llucena/Lucena del Cid	";1315;394;29,9619771863118
"3822";"07031 Llucmajor";37752;5663;15,000529773257
"3823";"46150 Llutxent";2326;483;20,7652622527945
"3824";"22149 Loarre";323;118;36,5325077399381
"3825";"32041 Lobeira";768;424;55,2083333333333
"3826";"50142 Lobera de Onsella";26;8;30,7692307692308
"3827";"32042 Lobios";1678;675;40,2264600715137
"3828";"06072 Lobón";2756;570;20,6821480406386
"3829";"18121 Lobras";133;50;37,593984962406
"3830";"31157 Lodosa";4837;989;20,4465577837503
"3831";"28075 Loeches";8897;728;8,18253343823761
"3832";"26089 Logroño";152485;31537;20,6820342984556
"3833";"10109 Logrosán";1971;562;28,5134449518011
"3834";"48903 Loiu";2394;481;20,0918964076859
"3835";"18122 Loja";20419;3679;18,0175326901415
"3836";"34903 Loma de Ucieza";194;68;35,0515463917526
"3837";"34096 Lomas";49;23;46,9387755102041
"3838";"45085 Lominchar";2475;359;14,5050505050505
"3839";"47078 Lomoviejo";178;58;32,5842696629214
"3840";"50143 Longares";883;185;20,9513023782559
"3841";"50144 Longás";32;16;50
"3842";"31158 Lónguida/Longida";297;60;20,2020202020202
"3843";"23056 Lopera";3652;750;20,5366922234392
"3844";"22150 Loporzano";514;165;32,1011673151751
"3845";"41054 Lora de Estepa";873;166;19,0148911798396
"3846";"41055 Lora del Río";18630;3191;17,1282877079979
"3847";"19160 Loranca de Tajuña";1264;161;12,7373417721519
"3848";"30024 Lorca";95515;14448;15,1264199340418
"3849";"03084 Lorcha/Orxa, l'";582;202;34,7079037800687
"3850";"46148 Loriguilla";2035;280;13,7592137592138
"3851";"30025 Lorquí";7246;1024;14,1319348606128
"3852";"46149 Losa del Obispo";505;117;23,1683168316832
"3853";"40113 Losa, La";519;94;18,111753371869
"3854";"49098 Losacino";210;115;54,7619047619048
"3855";"49099 Losacio";95;46;48,4210526315789
"3856";"10110 Losar de la Vera";2717;685;25,2116304747884
"3857";"05112 Losar del Barco, El";107;36;33,6448598130841
"3858";"22151 Loscorrales";93;27;29,0322580645161
"3859";"44138 Loscos";125;49;39,2
"3860";"42106 Losilla, La";13;4;30,7692307692308
"3861";"27027 Lourenzá";2139;710;33,1930808789154
"3862";"15042 Lousame";3268;1041;31,8543451652387
"3863";"28076 Lozoya";580;158;27,2413793103448
"3864";"28901 Lozoyuela-Navas-Sieteiglesias";1340;270;20,1492537313433
"3865";"49100 Lubián";304;136;44,7368421052632
"3866";"04059 Lubrín";1449;580;40,0276052449966
"3867";"04060 Lucainena de las Torres";564;149;26,4184397163121
"3868";"04061 Lúcar";760;202;26,5789473684211
"3869";"14038 Lucena";42733;6510;15,2341281913275
"3870";"50146 Lucena de Jalón";232;69;29,7413793103448
"3871";"21046 Lucena del Puerto";3261;380;11,6528672186446
"3872";"50147 Luceni";955;232;24,2931937172775
"3873";"13051 Luciana";364;132;36,2637362637363
"3874";"24090 Lucillo";367;150;40,8719346049046
"3875";"45086 Lucillos";563;146;25,9325044404973
"3876";"12073 Ludiente";149;51;34,2281879194631
"3877";"49101 Luelmo";147;63;42,8571428571429
"3878";"39039 Luena";600;206;34,3333333333333
"3879";"50148 Luesia";297;111;37,3737373737374
"3880";"50149 Luesma";37;14;37,8378378378378
"3881";"27028 Lugo";98519;21777;22,1043656553558
"3882";"18123 Lugros";310;108;34,8387096774194
"3883";"41056 Luisiana, La";4578;782;17,0816950633464
"3884";"18124 Lújar";483;131;27,1221532091097
"3885";"31159 Lumbier";1299;370;28,4834488067744
"3886";"37173 Lumbrales";1571;616;39,2106938255888
"3887";"26091 Lumbreras";152;75;49,3421052631579
"3888";"50150 Lumpiaque";806;228;28,287841191067
"3889";"50151 Luna";684;217;31,7251461988304
"3890";"19161 Lupiana";259;77;29,7297297297297
"3891";"22905 Lupiñén-Ortilla";335;95;28,3582089552239
"3892";"23057 Lupión";820;213;25,9756097560976
"3893";"14039 Luque";2976;700;23,5215053763441
"3894";"31160 Luquin";131;41;31,2977099236641
"3895";"24091 Luyego";590;290;49,1525423728814
"3896";"19162 Luzaga";67;23;34,3283582089552
"3897";"31248 Luzaide/Valcarlos";323;105;32,5077399380805
"3898";"19163 Luzón";69;31;44,9275362318841
"3899";"04062 Macael";5480;1020;18,6131386861314
"3900";"17102 Maçanet de Cabrenys";698;207;29,6561604584527
"3901";"17103 Maçanet de la Selva";7066;1298;18,3696575148599
"3902";"46158 Macastre";1300;277;21,3076923076923
"3903";"32043 Maceda";2839;1024;36,0690383938006
"3904";"37175 Machacón";446;147;32,9596412556054
"3905";"29066 Macharaviaya";513;89;17,3489278752437
"3906";"37174 Macotera";1019;410;40,2355250245339
"3907";"28078 Madarcos";49;15;30,6122448979592
"3908";"49102 Maderal, El";177;82;46,3276836158192
"3909";"40115 Maderuelo";137;50;36,4963503649635
"3910";"17097 Madremanya";288;58;20,1388888888889
"3911";"28079 Madrid";3334730;669021;20,0622239281741
"3912";"49103 Madridanos";452;147;32,5221238938053
"3913";"45087 Madridejos";10334;2222;21,5018385910586
"3914";"10111 Madrigal de la Vera";1561;424;27,1620755925689
"3915";"05114 Madrigal de las Altas Torres";1399;404;28,8777698355969
"3916";"09196 Madrigal del Monte";147;53;36,0544217687075
"3917";"10112 Madrigalejo";1712;477;27,8621495327103
"3918";"09197 Madrigalejo del Monte";174;46;26,4367816091954
"3919";"02045 Madrigueras";4634;1024;22,0975399223133
"3920";"37176 Madroñal";142;53;37,3239436619718
"3921";"10113 Madroñera";2496;609;24,3990384615385
"3922";"41057 Madroño, El";287;102;35,5400696864112
"3923";"50152 Maella";2008;532;26,4940239043825
"3924";"05115 Maello";590;199;33,728813559322
"3925";"06075 Magacela";523;187;35,755258126195
"3926";"50153 Magallón";1112;336;30,2158273381295
"3927";"45088 Magán";3731;397;10,6405789332619
"3928";"42107 Magaña";68;26;38,2352941176471
"3929";"24093 Magaz de Cepeda";367;167;45,5040871934605
"3930";"34098 Magaz de Pisuerga";1015;149;14,679802955665
"3931";"06076 Maguilla";957;249;26,0188087774295
"3932";"09198 Mahamud";100;38;38
"3933";"49104 Mahide";316;182;57,5949367088608
"3934";"02046 Mahora";1362;311;22,8340675477239
"3935";"17098 Maià de Montcal";463;97;20,9503239740821
"3936";"25133 Maials";909;264;29,042904290429
"3937";"44142 Maicas";31;14;45,1612903225806
"3938";"37177 Maíllo, El";245;102;41,6326530612245
"3939";"50154 Mainar";160;48;30
"3940";"49105 Maire de Castroponce";141;63;44,6808510638298
"3941";"41058 Mairena del Alcor";23698;3215;13,5665457000591
"3942";"41059 Mairena del Aljarafe";46555;6218;13,3562453012566
"3943";"28080 Majadahonda";72155;12106;16,7777700783037
"3944";"10114 Majadas";1322;226;17,0953101361573
"3945";"16121 Majadas, Las";234;77;32,9059829059829
"3946";"19165 Majaelrayo";55;17;30,9090909090909
"3947";"42108 Maján";9;5;55,5555555555556
"3948";"29067 Málaga";578460;103433;17,8807523424264
"3949";"19166 Málaga del Fresno";185;65;35,1351351351351
"3950";"13052 Malagón";7881;1718;21,7992640527852
"3951";"19167 Malaguilla";158;38;24,0506329113924
"3952";"18126 Malahá, La";1784;336;18,8340807174888
"3953";"50155 Malanquilla";89;46;51,685393258427
"3954";"06077 Malcocinado";356;135;37,9213483146067
"3955";"25130 Maldà";227;74;32,5991189427313
"3956";"50156 Maleján";276;67;24,2753623188406
"3957";"08110 Malgrat de Mar";18772;3915;20,8555295120392
"3958";"08111 Malla";272;58;21,3235294117647
"3959";"48058 Mallabia";1173;279;23,7851662404092
"3960";"50160 Mallén";3004;663;22,0705725699068
"3961";"50157 Malón";369;104;28,1842818428184
"3962";"37178 Malpartida";96;54;56,25
"3963";"10115 Malpartida de Cáceres";4076;921;22,5956820412169
"3964";"05116 Malpartida de Corneja";96;63;65,625
"3965";"06078 Malpartida de la Serena";543;145;26,7034990791897
"3966";"10116 Malpartida de Plasencia";4602;942;20,4693611473273
"3967";"15043 Malpica de Bergantiños";5352;1835;34,2862481315396
"3968";"45089 Malpica de Tajo";1680;473;28,1547619047619
"3969";"50159 Maluenda";937;263;28,068303094984
"3970";"49107 Malva";122;56;45,9016393442623
"3971";"05117 Mamblas";200;78;39
"3972";"09199 Mambrilla de Castrejón";104;28;26,9230769230769
