"";"Municipios";"total";"65_mas";"porc_envejecido"
"6986";"44232 Torrijo del Campo";447;157;35,1230425055928
"6987";"45173 Torrijos";13684;2246;16,4133294358375
"6988";"17198 Torroella de Fluvià";703;117;16,6429587482219
"6989";"17199 Torroella de Montgrí";11836;2180;18,4183845893883
"6990";"43154 Torroja del Priorat";152;50;32,8947368421053
"6991";"29091 Torrox";17943;4459;24,8509167920638
"6992";"19285 Torrubia";20;12;60
"6993";"42187 Torrubia de Soria";64;24;37,5
"6994";"16212 Torrubia del Campo";257;82;31,9066147859922
"6995";"16213 Torrubia del Castillo";38;10;26,3157894736842
"6996";"17200 Tortellà";818;189;23,1051344743276
"6997";"19286 Tórtola de Henares";1165;130;11,1587982832618
"6998";"05246 Tórtoles";46;30;65,2173913043478
"6999";"09391 Tórtoles de Esgueva";433;149;34,4110854503464
"7000";"43155 Tortosa";33439;6911;20,6674840754807
"7001";"19287 Tortuera";191;58;30,3664921465969
"7002";"19288 Tortuero";16;9;56,25
"7003";"18179 Torvizcón";625;178;28,48
"7004";"09392 Tosantos";52;18;34,6153846153846
"7005";"17201 Toses";168;36;21,4285714285714
"7006";"50264 Tosos";183;61;33,3333333333333
"7007";"17202 Tossa de Mar";5818;1163;19,9896871777243
"7008";"29092 Totalán";737;103;13,9755766621438
"7009";"30039 Totana";32529;4499;13,830735651265
"7010";"45174 Totanés";355;91;25,6338028169014
"7011";"15085 Touro";3516;1191;33,8737201365188
"7012";"46246 Tous";1287;285;22,1445221445221
"7013";"27061 Trabada";1127;439;38,9529724933452
"7014";"24171 Trabadelo";333;138;41,4414414414414
"7015";"37328 Trabanca";177;76;42,9378531073446
"7016";"49223 Trabazos";835;359;42,9940119760479
"7017";"16215 Tragacete";250;82;32,8
"7018";"19289 Traíd";25;14;56
"7019";"12121 Traiguera";1367;424;31,016825164594
"7020";"44234 Tramacastiel";67;27;40,2985074626866
"7021";"44235 Tramacastilla";104;41;39,4230769230769
"7022";"22239 Tramaced";98;37;37,7551020408163
"7023";"06134 Trasierra";625;137;21,92
"7024";"32082 Trasmiras";1263;569;45,0514647664291
"7025";"50265 Trasmoz";88;25;28,4090909090909
"7026";"50266 Trasobares";115;61;53,0434782608696
"7027";"47173 Traspinedo";1111;253;22,7722772277228
"7028";"15086 Trazo";3013;1022;33,9196813806837
"7029";"11037 Trebujena";7016;1259;17,9446978335234
"7030";"49224 Trefacio";185;55;29,7297297297297
"7031";"37329 Tremedal de Tormes";41;12;29,2682926829268
"7032";"25234 Tremp";5911;1328;22,4665877178142
"7033";"28903 Tres Cantos";48326;6421;13,286843521086
"7034";"04901 Tres Villas, Las";565;168;29,7345132743363
"7035";"40207 Trescasas";1074;109;10,1489757914339
"7036";"16216 Tresjuncos";278;111;39,9280575539568
"7037";"09394 Trespaderne";771;262;33,9818417639429
"7038";"39088 Tresviso";59;27;45,7627118644068
"7039";"42188 Trévago";45;15;33,3333333333333
"7040";"18180 Trevélez";736;165;22,4184782608696
"7041";"26155 Treviana";150;72;48
"7042";"27062 Triacastela";637;224;35,1648351648352
"7043";"16217 Tribaldos";103;40;38,8349514563107
"7044";"26157 Tricio";374;99;26,4705882352941
"7045";"21070 Trigueros";7862;1398;17,7817349274994
"7046";"47174 Trigueros del Valle";304;80;26,3157894736842
"7047";"19290 Trijueque";1226;197;16,068515497553
"7048";"19291 Trillo";1338;353;26,3826606875934
"7049";"34185 Triollo";68;21;30,8823529411765
"7050";"44236 Tronchón";68;27;39,7058823529412
"7051";"24172 Truchas";419;153;36,5155131264916
"7052";"48087 Trucios-Turtzioz";509;127;24,950884086444
"7053";"06135 Trujillanos";1376;238;17,296511627907
"7054";"10195 Trujillo";8912;1998;22,41921005386
"7055";"09395 Tubilla del Agua";136;56;41,1764705882353
"7056";"09396 Tubilla del Lago";169;69;40,8284023668639
"7057";"39089 Tudanca";135;35;25,9259259259259
"7058";"31232 Tudela";37042;6652;17,9579936288537
"7059";"47175 Tudela de Duero";8620;1456;16,8909512761021
"7060";"26158 Tudelilla";341;108;31,6715542521994
"7061";"46247 Tuéjar";1137;365;32,1020228671944
"7062";"36055 Tui";17323;3720;21,4743404722046
"7063";"35030 Tuineje";15596;1788;11,4644780713003
"7064";"31233 Tulebras";132;29;21,969696969697
"7065";"24173 Turcia";986;407;41,2778904665314
"7066";"40208 Turégano";986;274;27,789046653144
"7067";"46248 Turís";6722;1258;18,714668253496
"7068";"45175 Turleque";736;250;33,9673913043478
"7069";"18181 Turón";232;74;31,8965517241379
"7070";"04093 Turre";3781;895;23,6709865115049
"7071";"04094 Turrillas";248;68;27,4193548387097
"7072";"23092 Úbeda";34329;6391;18,6169128142387
"7073";"48088 Ubide";164;28;17,0731707317073
"7074";"11038 Ubrique";16605;3205;19,3014152363746
"7075";"31234 Ucar";176;40;22,7272727272727
"7076";"19293 Uceda";2715;369;13,5911602209945
"7077";"42189 Ucero";50;14;28
"7078";"16218 Uclés";212;77;36,3207547169811
"7079";"39090 Udías";928;174;18,75
"7080";"48065 Ugao-Miraballes";4148;899;21,6730954676953
"7081";"45176 Ugena";5467;461;8,43241265776477
"7082";"18182 Ugíjar";2517;571;22,6857369884783
"7083";"31123 Uharte Arakil";789;180;22,8136882129278
"7084";"19294 Ujados";30;12;40
"7085";"31235 Ujué/Uxue";175;63;36
"7086";"30040 Ulea";849;213;25,0883392226148
"7087";"04095 Uleila del Campo";822;245;29,8053527980535
"7088";"17204 Ullà";1177;170;14,4435004248088
"7089";"08290 Ullastrell";2089;296;14,169459071326
"7090";"17205 Ullastret";274;63;22,992700729927
"7091";"43156 Ulldecona";6525;1302;19,9540229885057
"7092";"43157 Ulldemolins";398;143;35,929648241206
"7093";"17203 Ultramort";225;59;26,2222222222222
"7094";"31236 Ultzama";1674;382;22,8195937873357
"7095";"41094 Umbrete";9000;1051;11,6777777777778
"7096";"05249 Umbrías";96;24;25
"7097";"50267 Uncastillo";621;216;34,7826086956522
"7098";"31237 Unciti";209;65;31,1004784688995
"7099";"50268 Undués de Lerda";57;14;24,5614035087719
"7100";"47176 Unión de Campos, La";230;130;56,5217391304348
"7101";"30041 Unión, La";20538;2693;13,1122796766969
"7102";"31238 Unzué/Untzue";154;35;22,7272727272727
"7103";"16219 Uña";79;24;30,379746835443
"7104";"49225 Uña de Quintana";131;66;50,381679389313
"7105";"09398 Úrbel del Castillo";72;24;33,3333333333333
"7106";"45177 Urda";2477;623;25,1513928138878
"7107";"31239 Urdazubi/Urdax";356;84;23,5955056179775
"7108";"31240 Urdiain";661;167;25,2647503782148
"7109";"24174 Urdiales del Páramo";494;206;41,7004048582996
"7110";"48089 Urduliz";4712;781;16,5747028862479
"7111";"48074 Urduña/Orduña";4192;914;21,8034351145038
"7112";"01054 Urkabustaiz";1386;201;14,5021645021645
"7113";"20072 Urnieta";6185;1031;16,6693613581245
"7114";"47177 Urones de Castroponce";110;51;46,3636363636364
"7115";"04096 Urrácal";350;97;27,7142857142857
"7116";"31241 Urraul Alto";137;41;29,9270072992701
"7117";"31242 Urraul Bajo";317;96;30,2839116719243
"7118";"44237 Urrea de Gaén";427;171;40,0468384074941
"7119";"50269 Urrea de Jalón";435;124;28,5057471264368
"7120";"20077 Urretxu";6782;1504;22,17634915954
"7121";"50270 Urriés";43;23;53,4883720930233
"7122";"31244 Urroz";184;47;25,5434782608696
"7123";"31243 Urroz-Villa";386;78;20,2072538860104
"7124";"47178 Urueña";189;69;36,5079365079365
"7125";"40210 Urueñas";102;38;37,2549019607843
"7126";"26160 Uruñuela";967;210;21,7166494312306
"7127";"17206 Urús";196;40;20,4081632653061
"7128";"31245 Urzainqui/Urzainki";87;41;47,1264367816092
"7129";"06136 Usagre";1751;398;22,7298686464877
"7130";"50271 Used";256;98;38,28125
"7131";"12122 Useras/Useres, les";959;295;30,7612095933264
"7132";"20073 Usurbil";6173;1191;19,2936983638425
"7133";"19296 Utande";39;9;23,0769230769231
"7134";"50272 Utebo";18822;2395;12,7244713632983
"7135";"31246 Uterga";163;39;23,9263803680982
"7136";"46249 Utiel";11458;2731;23,8348751963693
"7137";"41095 Utrera";50962;8013;15,723480240179
"7138";"44238 Utrillas";3006;553;18,3965402528277
"7139";"31247 Uztárroz/Uztarroze";144;67;46,5277777777778
"7140";"08291 Vacarisses";6832;847;12,3975409836066
"7141";"42190 Vadillo";89;38;42,6966292134831
"7142";"49226 Vadillo de la Guareña";250;94;37,6
"7143";"05251 Vadillo de la Sierra";54;22;40,7407407407407
"7144";"09400 Vadocondes";345;107;31,0144927536232
"7145";"17014 Vajol, La";89;23;25,8426966292135
"7146";"24185 Val de San Lorenzo";496;184;37,0967741935484
"7147";"50274 Val de San Martín";61;23;37,7049180327869
"7148";"39095 Val de San Vicente";2758;636;23,060188542422
"7149";"15088 Val do Dubra";3851;1349;35,0298623734095
"7150";"44239 Valacloche";20;9;45
"7151";"27063 Valadouro, O";1978;694;35,0859453993933
"7152";"44240 Valbona";172;68;39,5348837209302
"7153";"47179 Valbuena de Duero";462;142;30,7359307359307
"7154";"34186 Valbuena de Pisuerga";47;21;44,6808510638298
"7155";"49227 Valcabado";404;75;18,5643564356436
"7156";"39091 Valdáliga";2150;590;27,4418604651163
"7157";"28155 Valdaracete";605;141;23,3057851239669
"7158";"19297 Valdarachas";40;10;25
"7159";"10196 Valdastillas";321;105;32,7102803738318
"7160";"44241 Valdealgorfa";595;206;34,6218487394958
"7161";"09403 Valdeande";104;38;36,5384615384615
"7162";"47180 Valdearcos de la Vega";55;28;50,9090909090909
"7163";"19298 Valdearenas";78;16;20,5128205128205
"7164";"19299 Valdeavellano";105;39;37,1428571428571
"7165";"42191 Valdeavellano de Tera";202;75;37,1287128712871
"7166";"28156 Valdeavero";1591;211;13,2620993086109
"7167";"19300 Valdeaveruelo";1084;137;12,6383763837638
"7168";"06137 Valdecaballeros";1065;277;26,0093896713615
"7169";"10197 Valdecañas de Tajo";106;47;44,3396226415094
"7170";"37330 Valdecarros";337;134;39,7626112759644
"7171";"05252 Valdecasa";59;20;33,8983050847458
"7172";"16906 Valdecolmenas, Los";68;40;58,8235294117647
"7173";"19301 Valdeconcha";37;14;37,8378378378378
"7174";"44243 Valdecuenca";32;12;37,5
"7175";"49228 Valdefinjas";54;33;61,1111111111111
"7176";"24175 Valdefresno";2173;562;25,8628624022089
"7177";"10198 Valdefuentes";1139;381;33,4503950834065
"7178";"37331 Valdefuentes de Sangusín";189;90;47,6190476190476
"7179";"24176 Valdefuentes del Páramo";319;128;40,1253918495298
"7180";"02075 Valdeganga";1990;513;25,7788944723618
"7181";"42192 Valdegeña";34;12;35,2941176470588
"7182";"01055 Valdegovía/Gaubea";986;291;29,5131845841785
"7183";"19302 Valdegrudas";55;22;40
"7184";"37332 Valdehijaderos";73;32;43,8356164383562
"7185";"50273 Valdehorna";33;15;45,4545454545455
"7186";"10199 Valdehúncar";171;49;28,6549707602339
"7187";"06901 Valdelacalzada";2721;527;19,3678794560823
"7188";"37333 Valdelacasa";216;67;31,0185185185185
"7189";"10200 Valdelacasa de Tajo";348;162;46,551724137931
"7190";"37334 Valdelageve";67;29;43,2835820895522
"7191";"42193 Valdelagua del Cerro";14;6;42,8571428571429
"7192";"28157 Valdelaguna";979;190;19,4075587334014
"7193";"21071 Valdelarco";231;64;27,7056277056277
"7194";"19303 Valdelcubo";42;18;42,8571428571429
"7195";"44244 Valdelinares";92;17;18,4782608695652
"7196";"37335 Valdelosa";406;132;32,512315270936
"7197";"44245 Valdeltormo";281;106;37,7224199288256
"7198";"24177 Valdelugueros";515;137;26,6019417475728
"7199";"26161 Valdemadera";8;5;62,5
"7200";"42194 Valdemaluque";147;76;51,7006802721088
"7201";"28158 Valdemanco";963;201;20,8722741433022
"7202";"13086 Valdemanco del Esteras";168;84;50
"7203";"28159 Valdemaqueda";775;165;21,2903225806452
"7204";"16224 Valdemeca";77;22;28,5714285714286
"7205";"37336 Valdemierque";64;18;28,125
"7206";"24178 Valdemora";73;30;41,0958904109589
"7207";"10201 Valdemorales";202;53;26,2376237623762
"7208";"28160 Valdemorillo";12772;1804;14,1246476667711
"7209";"16225 Valdemorillo de la Sierra";63;28;44,4444444444444
"7210";"28161 Valdemoro";77270;7564;9,78905137828394
"7211";"16227 Valdemoro-Sierra";108;46;42,5925925925926
"7212";"42195 Valdenebro";94;41;43,6170212765958
"7213";"47181 Valdenebro de los Valles";199;60;30,1507537688442
"7214";"19304 Valdenuño Fernández";269;45;16,728624535316
"7215";"10202 Valdeobispo";644;227;35,2484472049689
"7216";"39092 Valdeolea";939;376;40,0425985090522
"7217";"16228 Valdeolivas";193;66;34,1968911917098
"7218";"34189 Valdeolmillos";56;23;41,0714285714286
"7219";"28162 Valdeolmos-Alalpardo";4232;470;11,1058601134216
"7220";"13087 Valdepeñas";30252;5349;17,6814756049187
"7221";"23093 Valdepeñas de Jaén";3679;838;22,7779287849959
"7222";"19305 Valdepeñas de la Sierra";149;68;45,6375838926174
"7223";"24179 Valdepiélago";307;98;31,9218241042345
"7224";"28163 Valdepiélagos";614;92;14,9837133550489
"7225";"24180 Valdepolo";1200;443;36,9166666666667
"7226";"42196 Valdeprado";7;3;42,8571428571429
"7227";"39093 Valdeprado del Río";325;98;30,1538461538462
"7228";"40211 Valdeprados";69;30;43,4782608695652
"7229";"24181 Valderas";1586;558;35,1828499369483
"7230";"34190 Valderrábano";50;23;46
"7231";"19306 Valderrebollo";23;13;56,5217391304348
"7232";"39094 Valderredible";950;300;31,5789473684211
"7233";"24182 Valderrey";446;191;42,8251121076233
"7234";"44246 Valderrobres";2435;483;19,8357289527721
"7235";"42197 Valderrodilla";68;34;50
"7236";"37337 Valderrodrigo";144;47;32,6388888888889
"7237";"18914 Valderrubio";2066;387;18,7318489835431
"7238";"24183 Valderrueda";827;261;31,5598548972189
"7239";"33034 Valdés";11394;3750;32,9120589784097
"7240";"24184 Valdesamario";189;87;46,031746031746
"7241";"49229 Valdescorriel";125;47;37,6
"7242";"19307 Valdesotos";22;7;31,8181818181818
"7243";"47182 Valdestillas";1632;330;20,2205882352941
"7244";"06138 Valdetorres";1179;266;22,5614927905004
"7245";"28164 Valdetorres de Jarama";4581;759;16,5684348395547
"7246";"16902 Valdetórtola";126;58;46,031746031746
"7247";"34192 Valde-Ucieza";80;28;35
"7248";"40212 Valdevacas de Montejo";29;14;48,2758620689655
"7249";"40213 Valdevacas y Guijar";95;44;46,3157894736842
"7250";"45179 Valdeverdeja";549;203;36,976320582878
"7251";"24187 Valdevimbre";958;352;36,7432150313152
"7252";"09405 Valdezate";134;59;44,0298507462687
"7253";"28165 Valdilecha";2982;428;14,3527833668679
"7254";"09406 Valdorros";297;47;15,8249158249158
"7255";"15087 Valdoviño";6542;2026;30,9691225924794
"7256";"37338 Valdunciel";95;25;26,3157894736842
"7257";"47183 Valdunquillo";144;76;52,7777777777778
"7258";"46250 València";800215;168173;21,015976956193
"7259";"10203 Valencia de Alcántara";5373;1515;28,1965382467895
"7260";"24188 Valencia de Don Juan";5272;1095;20,7701062215478
"7261";"06139 Valencia de las Torres";540;159;29,4444444444444
"7262";"06140 Valencia del Mombuey";725;183;25,2413793103448
"7263";"06141 Valencia del Ventoso";1960;551;28,1122448979592
"7264";"41096 Valencina de la Concepción";7776;1285;16,5252057613169
"7265";"14063 Valenzuela";1118;349;31,216457960644
"7266";"13088 Valenzuela de Calatrava";674;151;22,4035608308605
"7267";"16903 Valeras, Las";1494;299;20,0133868808568
"7268";"37339 Valero";302;130;43,046357615894
"7269";"22242 Valfarta";63;28;44,4444444444444
"7270";"19308 Valfermoso de Tajuña";64;23;35,9375
"7271";"36056 Valga";5824;1291;22,1668956043956
"7272";"26162 Valgañón";130;42;32,3076923076923
"7273";"19309 Valhermoso";22;5;22,7272727272727
"7274";"16231 Valhermoso de la Fuente";52;16;30,7692307692308
"7275";"44247 Valjunquera";338;126;37,2781065088757
"7276";"12124 Vall d'Alba";2856;576;20,1680672268908
"7277";"03134 Vall d'Alcalà, la";160;56;35
"7278";"12125 Vall de Almonacid";263;77;29,277566539924
"7279";"17208 Vall de Bianya, La";1275;232;18,1960784313725
"7280";"25043 Vall de Boí, La";1019;169;16,5848871442591
"7281";"25901 Vall de Cardós";350;84;24
"7282";"03136 Vall de Gallinera";527;166;31,4990512333966
"7283";"03137 Vall de Laguar, la";827;300;36,2756952841596
"7284";"03135 Vall d'Ebo, la";218;78;35,7798165137615
"7285";"17207 Vall d'en Bas, La";3093;639;20,6595538312318
"7286";"12126 Vall d'Uixó, la";31681;6303;19,8952053281146
"7287";"46251 Vallada";3096;766;24,7416020671835
"7288";"47186 Valladolid";299265;79199;26,4645047031895
"7289";"46252 Vallanca";133;53;39,8496240601504
"7290";"09408 Vallarta de Bureba";40;20;50
"7291";"12123 Vallat";51;9;17,6470588235294
"7292";"08292 Vallbona d'Anoia";1357;277;20,412675018423
"7293";"25238 Vallbona de les Monges";243;86;35,3909465020576
"7294";"08293 Vallcebre";249;77;30,9236947791165
"7295";"43158 Vallclara";88;21;23,8636363636364
"7296";"07063 Valldemossa";2009;433;21,5530114484818
"7297";"29093 Valle de Abdalajís";2502;605;24,1806554756195
"7298";"16173 Valle de Altomira, El";182;77;42,3076923076923
"7299";"22243 Valle de Bardají";40;21;52,5
"7300";"34196 Valle de Cerrato";85;25;29,4117647058824
"7301";"31086 Valle de Egüés/Eguesibar";21418;1111;5,18722569801102
"7302";"22901 Valle de Hecho";817;242;29,6205630354957
"7303";"06146 Valle de la Serena";1172;340;29,0102389078498
"7304";"09904 Valle de las Navas";509;139;27,3084479371316
"7305";"22244 Valle de Lierp";51;19;37,2549019607843
"7306";"09908 Valle de Losa";481;139;28,8981288981289
"7307";"09409 Valle de Manzanedo";122;44;36,0655737704918
"7308";"06147 Valle de Matamoros";363;134;36,9146005509642
"7309";"09410 Valle de Mena";3805;863;22,6806833114323
"7310";"09411 Valle de Oca";165;55;33,3333333333333
"7311";"31194 Valle de Ollo/Ollaran";422;73;17,2985781990521
"7312";"06148 Valle de Santa Ana";1143;255;22,3097112860892
"7313";"09902 Valle de Santibáñez";483;149;30,8488612836439
"7314";"09905 Valle de Sedano";421;113;26,8408551068884
"7315";"40218 Valle de Tabladillo";82;38;46,3414634146341
"7316";"09412 Valle de Tobalina";909;299;32,8932893289329
"7317";"48080 Valle de Trápaga-Trapagaran";11975;2836;23,6826722338205
"7318";"09413 Valle de Valdebezana";456;151;33,1140350877193
"7319";"09414 Valle de Valdelaguna";186;78;41,9354838709677
"7320";"09415 Valle de Valdelucio";330;103;31,2121212121212
"7321";"39101 Valle de Villaverde";274;88;32,1167883211679
"7322";"31260 Valle de Yerri/Deierri";1543;423;27,4141283214517
"7323";"09416 Valle de Zamanzas";53;14;26,4150943396226
"7324";"34902 Valle del Retortillo";160;55;34,375
"7325";"18907 Valle del Zalabí";2105;533;25,3206650831354
"7326";"38049 Valle Gran Rey";4630;974;21,036717062635
"7327";"18902 Valle, El";907;299;32,9658213891951
"7328";"24191 Vallecillo";125;44;35,2
"7329";"44249 Vallecillo, El";44;21;47,7272727272727
"7330";"38050 Vallehermoso";2879;913;31,7124001389371
"7331";"09417 Vallejera";42;21;50
"7332";"37343 Vallejera de Riofrío";72;17;23,6111111111111
"7333";"40219 Vallelado";712;211;29,6348314606742
"7334";"40220 Valleruela de Pedraza";68;28;41,1764705882353
"7335";"40221 Valleruela de Sepúlveda";52;24;46,1538461538462
"7336";"46253 Vallés";154;29;18,8311688311688
"7337";"09418 Valles de Palenzuela";79;23;29,1139240506329
"7338";"49230 Vallesa de la Guareña";81;46;56,7901234567901
"7339";"35032 Valleseco";3727;914;24,5237456399249
"7340";"25240 Vallfogona de Balaguer";1906;355;18,6253934942287
"7341";"17170 Vallfogona de Ripollès";196;61;31,1224489795918
"7342";"43159 Vallfogona de Riucorb";77;34;44,1558441558442
"7343";"08294 Vallgorguina";2988;363;12,14859437751
"7344";"12127 Vallibona";66;22;33,3333333333333
"7345";"08295 Vallirana";15312;2629;17,1695402298851
"7346";"17209 Vall-llobrega";897;114;12,7090301003344
"7347";"43160 Vallmoll";1774;305;17,1927846674183
"7348";"08296 Vallromanes";2558;321;12,5488663017983
"7349";"43161 Valls";24477;4526;18,4908281243616
"7350";"25906 Valls d'Aguilar, Les";245;75;30,6122448979592
